maxime_daniel,0.405
jason,0.634
mlippert,0.303
nitind,0.405
pascal.rapicault,0.405
gregory.amerson,-0.0
donald.smith,0.647
rsternberg,0.527
mtaal,0.659
konstantin.komissarchik,0.693
bpayton,0.634
rcernich,0.5
mqualizza,-0.0
clayberg,0.602
igor.vinnykov,0.693
danijoh2,0.5
aniefer,0.135
donald.g.dunne,0.5
lars.sonchocky-helldorf,0.602
olaf,-0.0
hugo.bruneliere,0.659
koppdev,0.5
jjohnstn,0.691
olibralo,0.634
britta.varwig,0.347
hwellmann.de,-0.0
simon.scholz,0.634
mukul.gandhi,0.664
zx,0.199
ryan.d.brooks,0.673
bbrodt,-0.0
vladdu55,0.5
peter.friese,0.486
manderse,0.098
karsten.thoms,0.627
maximilian,0.279
wyan,0.551
robert.munteanu,0.602
bmacisaa,-0.0
ebaron,0.619
c.keimel,0.693
cabernal,0.634
twagner,0.693
frederic.madiot,-0.0
mrrussell,0.634
luis,0.5
vladislav.iliev,-0.0
alexander.igdalov,0.562
kilian.matt,0.693
jfaltermeier,0.405
marc.strapetz,0.634
ricco.deutscher,0.5
bob,0.634
Szymon.Brandys,0.279
rgrunber,0.602
angelo.zerr,0.5
william.piers,0.693
richard.gronback,0.539
kopp.dev,0.199
denis.roy,0.669
yannick7777,0.693
hheitkoetter,0.5
gerd,0.634
ivan.inozemtsev,0.562
tcarroll,0.602
gandhi.mukul,0.693
tww,0.673
daniel_megert,0.641
cvgaviao,0.5
dejan,0.227
hmalphettes,0.486
hoffmann,0.5
stevemash,-0.0
vineet,0.693
nathalie.lepine,0.693
ptrevithick,0.688
pwissel,0.405
naci.dai,0.688
jconlon,0.5
webmaster,0.347
g.watson,0.669
jwang,0.634
sxenos,0.686
mn,0.602
eclipse,0.5
dev,0.5
vincent.hemery,0.634
merks,0.405
michael.keith,0.664
dmitry,0.634
caniszczyk,0.611
navid.mehregani,-0.0
Steve_Northover,0.562
glongman,0.602
jesse.mcconnell,0.5
chris.guindon,0.405
jhkauf,0.634
nboldt,0.634
Stephane.Drapeau,0.456
ian.skerrett,0.583
matthew.khouzam,0.456
antoine,0.683
moritz.eysholdt,0.611
a.demelt,0.539
aurelien.pupier,0.634
benjamin.schwertfeger,0.693
robert.wetzold,0.5
digulla,0.691
jonathan.musset,0.683
wim.jongman,0.5
alcapcom,0.634
sven,0.562
pbenedict,-0.0
benjamin.muskalla,0.378
nickboldt,0.562
malaperle,0.562
evanchsa,0.634
jsetya,0.693
Sebastian.Zarnekow,0.486
rsanchez,0.5
neufeld.eugen,0.5
mikhailkhod,0.471
darius.jockel,0.673
hstaudacher,0.692
tikhomirov.artem,0.634
pascal,0.647
scott,0.562
cole,0.634
lzhu,0.471
lj,0.634
etienne.juliot,0.456
mail,0.378
djo,0.602
angelo.bernabei,-0.0
pawel.piech,0.386
mistria,0.279
chanskw,0.5
mickael.istria,0.611
andrea.zoppello,0.456
rellermeyer,0.303
zsolt.beothy-elo,0.659
marc-andre.laperle,0.627
alex,0.673
sharon.corbett,0.423
dirk.fauth,0.254
alvsan09,0.688
darin.eclipse,0.227
Kevin_McGuire,0.5
carlos,0.634
sspeiche,0.634
pwebster,0.456
ed,0.659
david.green,0.647
joerg.reichert,0.693
ryan,0.634
dwootton,0.562
xgu,0.456
konrad_w,0.405
c.knobloch,0.634
yves.yang,0.691
sebastien.dubois,0.527
robert,-0.0
nan.n.li,0.673
remy.suen,0.325
sam.davis,0.573
benjamin,0.619
mat.booth,0.634
fbricon,0.325
irbull,0.602
adolfosbh,0.664
wmg040,0.693
milesparker,0.686
jmagnet,0.5
milesg78,0.602
hskolwal,0.527
torkildr,0.653
mheitz,0.562
bernd.hufmann,0.456
alexander.gurov,0.551
wli,0.653
rafsarifard,-0.0
adrian,-0.0
krum.tsvetkov,0.683
Darin_Swanson,0.279
juergen.schumacher,0.602
brian.vosburgh,0.686
kpqb38,0.634
laurent.redor,0.634
kaloyan.r,0.583
eric.gwin,0.602
misc,0.634
jbruck,0.653
pnehrer,0.471
jonas.helming,0.405
mirco.dotta,0.634
christian.pontesegger,0.168
fwaibel,0.634
igor.novakovic,0.602
stephan,0.691
jed,-0.0
john,0.5
Sonia_Dimitrov,0.634
mikael,0.199
lufimtse,0.456
loskutov,0.527
ksebasti,0.634
give.a.damus,0.471
heapifyman,0.634
cmordant1,-0.0
jan.sievers,0.551
nathan,0.486
snorthov,0.619
urs.frei,0.634
kenneth.westelinck,0.634
jeffreyoverbey,0.693
tibbitts,0.527
neil.hauge,0.527
ruediger.herrmann,0.386
thirumala,0.5
gercan,0.653
igor,0.693
sw,0.693
xavier.raynaud,0.5
robert_gallagher,0.634
joakim,0.405
reckord,0.254
ifedorenko,0.634
matthias.sohn,0.619
